Precio,Ubicacion,Área (m^2),Distrito,Dormitorios,Baños,Latitud,Longitud,Link,n° colegios (radio 1500m),n° parques/areas verdes (radio 800m),n° hospitales (radio 2000m),n° restaurantes (radio 800m),n° supermercados (radio 1000m),n° gasolineras (radio 1000m)
890000.0,"Aurelio Fernandez Concha, Miraflores, Perú",497.0,Miraflores,5,5,-12.12764,-77.01418,https://www.laencontre.com.pe/inmueble/1f71-ae1c-d5fa14ba-aca3f96cb46d-4af0,22,33,1,123,4,76
1200000.0,"La Molina Vieja, La Molina, Perú",1125.0,La Molina,4,6,-12.08754,-76.95206,https://www.laencontre.com.pe/inmueble/e812-9561-7cf71072-6faa1e37bc7a-4228,3,12,0,26,2,24
286900.0,"Alameda Domingo Tristán Y Moscoso 520, Santiago De Surco, Perú",360.0,Santiago de Surco,5,4,-12.15385,-76.98692,https://www.laencontre.com.pe/inmueble/6bf5-8fa2-6b6b76de-40052e07eb46-4783,53,46,1,42,7,14
370000.0,"Maranga, Lima",160.0,Lima,6,3,-12.07714,-77.09234,https://www.laencontre.com.pe/inmueble/135c-a253-582eb6e4-15727f5aaf65-4a9a,38,45,3,104,4,34
495000.0,"Av. Ayacucho 1429, Santiago De Surco, Perú",300.0,Santiago de Surco,4,4,-12.13146,-76.99483,https://www.laencontre.com.pe/inmueble/4282-9aaf-de1e1198-2ccb4f170e8f-5081,36,39,1,91,1,34
168500.0,"Villa El Salvador, Lima",335.0,Villa El Salvador,6,4,-12.21521,-76.94217,https://www.laencontre.com.pe/inmueble/62d4-876f-785d0c09-8d1adf5a36fd-4f8d,51,62,4,85,0,26
675000.0,"La Planicie, Lima",298.0,Lima,5,5,-11.87943,-77.13563,https://www.laencontre.com.pe/inmueble/82f-9057-efd06f59-da96cd120652-3b30,3,15,3,6,1,7
640000.0,"El Paraiso, La Molina, Perú",512.0,La Molina,3,3,-12.08383,-76.90957,https://www.laencontre.com.pe/inmueble/b52d-b08f-e6c8f47b-af6d512ef863-4089,9,1,0,1,2,8
658000.0,"Rinconada Baja, Lima",300.0,Lima,4,5,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/abf6-b69c-9430fff6-b19f92e48969-1274,7,4,0,1,2,27
198000.0,"San Martin De Porres, Lima",240.0,San Martín de Porres,4,3,-12.01032,-77.08539,https://www.laencontre.com.pe/inmueble/4d0d-b135-b71dd5b3-3293a462f87c-37ed,71,39,2,31,2,42
1290000.0,"Av. Gral. Francisco Valle Riestra 595, San Isidro 15076, Perú",507.0,San Isidro,5,4,-12.10232,-77.05385,https://www.laencontre.com.pe/inmueble/594001,10,21,3,25,2,49
449500.0,"Club De Regatas ""lima"" · Filial La Cantuta, Circunvalacion, Lurigancho-chosica, Perú",1000.0,Lurigancho,4,3,-11.95068,-76.70614,https://www.laencontre.com.pe/inmueble/d22e-84fd-7f413293-eb5d1fde4829-449d,12,8,0,0,0,20
1050000.0,"Las Higueras 200, La Molina, Perú",1020.0,La Molina,4,3,-12.06813,-76.96221,https://www.laencontre.com.pe/inmueble/d90-b7cb-486fb19e-a1d0cb5c7448-46c5,20,33,2,25,4,65
475000.0,"Tambo Viejo, Cieneguilla, Perú",1740.0,Cieneguilla,4,3,-12.10945,-76.82591,https://www.laencontre.com.pe/inmueble/24c9-8a59-3acfadf8-3be5ec133988-4818,10,10,0,1,0,5
499000.0,"Jirón Bartolomé De Las Casas 400-488, Cuadra 4, Ur. Pablo Canepa, La Molina, Lima, 15012, Per",219.0,La Molina,7,6,-12.06746,-76.94716,https://www.laencontre.com.pe/inmueble/3221-97ec-bb2d06c1-f29c8ac2d91-4744,20,33,2,84,1,22
265000.0,"Pasaje Los Lirios 192, Lurigancho-chosica, Perú",504.0,Lurigancho,5,3,-11.93504,-76.69481,https://www.laencontre.com.pe/inmueble/50e9-afdb-20463ef-64e437044d18-4734,34,12,1,82,2,10
123000.0,"Playa La Encontrada, Asia, Perú",100.0,Asia,3,1,-12.88949,-76.51359,https://www.laencontre.com.pe/inmueble/9509-90ad-f615bbb6-b3c649efb55-1274,0,0,0,0,0,0
1700000.0,"Calle Pedro Canga, San Isidro, Perú",550.0,San Isidro,4,4,-12.10292,-77.04671,https://www.laencontre.com.pe/inmueble/76b-b89b-d759641f-446f0ff8400b-4e5c,4,19,2,22,5,60
600000.0,"Rinconada Baja, Lima",240.0,Lima,5,6,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/1eba-8ca2-4da1aeee-6faba10398da-49fb,7,4,0,1,2,27
560000.0,"Jirón Juan De La Torre 200-222, Cuadra 2, Ur. Valle Hermoso Este, Santiago De Surco, Lima, 15023, Per",310.0,Santiago de Surco,5,6,-12.10809,-76.97585,https://www.laencontre.com.pe/inmueble/4753-81a7-71cf1342-5acfcf1a268e-4312,12,43,0,102,2,33
730000.0,"Via Láctea 205, Santiago De Surco 15023, Perú",425.0,Santiago de Surco,5,6,-12.08775,-76.97191,https://www.laencontre.com.pe/inmueble/1536-b748-92419eb9-2c3590593c17-4d05,12,5,0,40,3,20
560000.0,"Batallon Tarma Surco, Lima, Perú",168.0,Lima,3,4,-12.12581,-76.98206,https://www.laencontre.com.pe/inmueble/634f-864c-2d7d22bb-d548e49be9b9-4560,19,20,0,116,8,26
315000.0,"Ricardo Palma, Urb Covima, La Molina, Perú",352.0,Lima,3,2,-12.0243,-77.01172,https://www.laencontre.com.pe/inmueble/614847,54,36,1,17,1,25
2300000.0,"El Olivar Desarrolladora, Raymundo Morales De La Torre, San Isidro, Lima, Peru",505.0,San Isidro,4,3,-12.10302,-77.03283,https://www.laencontre.com.pe/inmueble/403861,17,18,3,105,4,48
600000.0,"Jirón Daniel Carrión 585, Magdalena Del Mar, Perú",359.0,Magdalena del Mar,3,3,-12.09137,-77.06546,https://www.laencontre.com.pe/inmueble/e51a-99a4-9bfe7e5a-b9300d434b5b-46b1,49,37,4,92,3,84
1150000.0,"Calle Los Manzanos 315, San Isidro, Perú",602.0,San Isidro,4,4,-12.09791,-77.05228,https://www.laencontre.com.pe/inmueble/76f-c01f-f0f1bb9f-d913cd60164f-45f4,12,25,3,22,6,56
2000000.0,"Los Sauces, Santiago De Surco, Perú",1000.0,Santiago de Surco,4,5,-12.14854,-77.01396,https://www.laencontre.com.pe/inmueble/4619-aa54-76177345-d0654c0121c4-4f02,35,26,2,87,2,27
1950000.0,"Calle Los Pinos, San Isidro, Perú",400.0,San Isidro,5,5,-12.09482,-77.03665,https://www.laencontre.com.pe/inmueble/479642,29,15,5,151,7,62
900000.0,"Jirón Batallón Callao Norte, Cercado De Lima, Perú",628.0,Lima,3,4,-12.12139,-76.97987,https://www.laencontre.com.pe/inmueble/453287,17,31,0,34,8,10
750000.0,"Santa Cruz, Lima",367.0,Lima,4,3,-12.11497,-77.04526,https://www.laencontre.com.pe/inmueble/bc79-ae33-337cb8b9-39d87d092f85-493f,4,28,1,117,2,69
670000.0,"Conde De La Vega Del Ren, Lima, Perú",383.0,Lima,3,4,-12.11443,-76.98217,https://www.laencontre.com.pe/inmueble/5ed5-8e25-fe01737-39f9ed6b5a32-4a57,15,31,1,60,4,26
790000.0,"La Molina, Lima",461.0,La Molina,4,4,-12.08997,-76.92359,https://www.laencontre.com.pe/inmueble/ac08-9523-e8a85cb6-1b255ab2d92e-1274,8,9,0,0,2,1
1350000.0,"La Planicie, Lima, Perú",1700.0,Lima,4,5,-11.87943,-77.13563,https://www.laencontre.com.pe/inmueble/135a-8cfe-1d603d3-7732bd84d270-4c9a,3,15,3,6,1,7
650000.0,"San Antonio, Lima",247.0,San Antonio,4,2,-12.63783,-76.65143,https://www.laencontre.com.pe/inmueble/417939,2,2,0,0,0,0
620000.0,"Av. Pedro De Osma, Barranco, Perú",1650.0,Barranco,3,3,-12.15277,-77.02273,https://www.laencontre.com.pe/inmueble/20f6-ad4e-89dd3514-f2d995abf48a-4787,21,21,3,122,1,9
1697000.0,"El Horizonte 366, La Molina, Perú",700.0,La Molina,4,4,-12.07717,-76.90048,https://www.laencontre.com.pe/inmueble/847e-980d-ba011e0a-8b755c91f68e-4490,6,4,0,7,3,8
1190000.0,"El Monticulo, La Molina, Perú",630.0,La Molina,3,3,-12.08011,-76.91413,https://www.laencontre.com.pe/inmueble/eb15-8fd9-e30fc56a-9b7d4f0b327a-408c,9,5,0,1,2,0
1180000.0,"Av. Manuel Villarán 184, Lima, Perú",318.0,Lima,6,5,-12.12435,-77.01192,https://www.laencontre.com.pe/inmueble/343d-82a5-24e56af2-78abee3db349-4a14,26,29,3,92,2,65
950000.0,"Avenida Los Frutales, La Molina, Perú",540.0,La Molina,3,3,-12.07011,-76.96458,https://www.laencontre.com.pe/inmueble/463137,17,20,0,33,3,55
1389000.0,"Calle Jose Granda, San Isidro, Perú",1663.0,San Isidro,4,4,-12.09751,-77.0508,https://www.laencontre.com.pe/inmueble/a6bb-8151-a4ee76f1-82b874d4aeef-4890,13,21,4,25,7,60
890000.0,"Urb Rinconada Alta Etapa 2, La Molina, Perú",183.0,La Molina,4,6,-12.07613,-76.93395,https://www.laencontre.com.pe/inmueble/461959,8,7,2,1,1,26
260000.0,"Jirón Viña Lariena 200, Santiago De Surco, Perú",153.0,Santiago de Surco,4,4,-12.16492,-76.99551,https://www.laencontre.com.pe/inmueble/b3f4-99c3-c74e4b7b-d2f0dcf16750-486f,33,38,0,46,5,29
900000.0,"Calle El Montículo 100-198, Cuadra 1, Ur. La Planicie, La Molina, Lima, 15026, Per",180.0,La Molina,3,3,-12.07941,-76.91408,https://www.laencontre.com.pe/inmueble/48e0-9832-8a243876-69c15c8a9b63-1274,9,4,0,1,2,0
650000.0,"Ca. John Hassinger, Cercado De Lima, Perú",1198.0,Lima,6,4,-12.06621,-77.02111,https://www.laencontre.com.pe/inmueble/463084,46,11,11,38,2,110
120000.0,"Calle Antonia De Castro 131, Carabayllo, Perú",160.0,Carabayllo,3,3,-11.89571,-77.04,https://www.laencontre.com.pe/inmueble/d8db-83af-d8203698-11c0c3f6d093-4336,80,48,4,43,2,23
3112840.0,"Jiron Cerro San Francisco 522 Las Casuarinas Surco, Jirón Cerro San Francisco, Santiago De Surco, Perú",800.0,Santiago de Surco,6,6,-12.12047,-76.96804,https://www.laencontre.com.pe/inmueble/5663-87c2-8047ca58-14d77e990391-4cd2,13,16,0,0,0,0
178000.0,"Av. Alejandro Iglesias 725, Chorrillos, Perú",310.0,Chorrillos,3,4,-12.16939,-77.02674,https://www.laencontre.com.pe/inmueble/4dd1-8570-f33929d1-f516d7041313-4c7e,20,26,4,76,1,24
,"Purus 170, Rímac, Perú",347.0,Rimac,3,2,-12.03796,-77.02784,https://www.laencontre.com.pe/inmueble/419-b3e2-663b0d1c-f364cccaec54-4d98,61,24,11,19,3,6
490000.0,"La Chalana, La Molina, Perú",723.0,La Molina,4,4,-12.0808,-76.91567,https://www.laencontre.com.pe/inmueble/c14f-82e3-93f28c7e-b130d9cdb107-4f46,9,5,0,1,2,0
1090000.0,"Calle José Dionisio Anchorena, San Isidro, Perú",315.0,San Isidro,4,5,-12.10024,-77.05239,https://www.laencontre.com.pe/inmueble/7175-874b-d61ebe5c-677de5c0010-4eba,11,21,3,26,3,49
3800000.0,"Calle Carlos Graña, San Isidro, Perú",275.0,San Isidro,5,3,-12.10694,-77.0444,https://www.laencontre.com.pe/inmueble/461131,3,18,2,85,7,60
580000.0,"Jirón Los Cipreses 401-489, Cuadra 4, Ur. Sirius (miguel Grau), La Molina, Lima, 15024, Per",447.0,La Molina,5,3,-12.09528,-76.94993,https://www.laencontre.com.pe/inmueble/7ce-83f3-ee9430e5-e789d78950cd-4c44,2,23,0,37,2,24
475000.0,"Calle Juan José Calle 465, Lima, Perú",1000.0,Lima,3,3,-12.11733,-77.00967,https://www.laencontre.com.pe/inmueble/9fa5-8872-ce9a62b4-89d6e8b76720-4caf,32,36,4,52,3,105
1490000.0,"Calle Choquehuanca, San Isidro, Perú",244.0,San Isidro,15,8,-12.09913,-77.03575,https://www.laencontre.com.pe/inmueble/b8d6-b8f8-4104417-59378a6aa43a-4d7b,17,16,4,97,4,35
635000.0,"Av. Del Parque, La Molina, Perú",427.0,La Molina,4,4,-12.07756,-76.90125,https://www.laencontre.com.pe/inmueble/b977-8b02-2376425-fbef03a09861-4fcc,7,4,0,8,3,19
320000.0,"Residencial Praderas De Pariachi Iii Etapa, Calle 1, Ate, Perú",1200.0,Ate,4,5,-12.00198,-76.84021,https://www.laencontre.com.pe/inmueble/af19-bdc9-941c455f-556402abf120-4345,15,18,0,4,0,20
2190000.0,"Calle Juan Dellepiani & Calle Augusto Bolognesi, Distrito De San Isidro, Perú",600.0,San Isidro,4,3,-12.10458,-77.05587,https://www.laencontre.com.pe/inmueble/436794,7,21,2,25,2,57
3800000.0,"El Cascajal, Jirón El Cascajal, Surco, Perú",463.0,La Molina,4,1,-12.10512,-76.94159,https://www.laencontre.com.pe/inmueble/520417,0,50,0,11,0,0
1700000.0,"Calle Paul Harris, San Isidro, Perú",0.0,San Isidro,,,-12.10652,-77.05202,https://www.laencontre.com.pe/inmueble/609-a050-cf41007-f8c7856e8b92-48bf,3,23,1,39,3,57
314000.0,"M2, San Juan De Lurigancho 15427, Perú",0.0,San Juan de Lurigancho,,,-12.02212,-76.99491,https://www.laencontre.com.pe/inmueble/a8cb-bb1d-24f0b2cb-2effafcaa56c-45f0,65,15,3,6,2,18
750000.0,"La Molina, Lima",700.0,La Molina,3,4,-12.08997,-76.92359,https://www.laencontre.com.pe/inmueble/ac15-bc58-f3f4be86-bf3e04e4cf2f-1274,8,9,0,0,2,1
580000.0,"Tambo Viejo, Cieneguilla, Perú",2500.0,Cieneguilla,5,4,-12.10945,-76.82591,https://www.laencontre.com.pe/inmueble/977f-889a-92a9ed21-437c21203414-4e96,10,10,0,1,0,5
591000.0,"25 De Setiembre 197-105, Lima 15023, Perú",484.0,Lima,5,4,-12.10786,-76.9642,https://www.laencontre.com.pe/inmueble/d59b-92a6-132361ae-4e79eaea8609-40d5,7,61,0,37,3,7
2200000.0,"Orrantia, Lima",500.0,Lima,5,5,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/f06d-a2a9-6b96c4c6-fd26ca02c5d8-1273,29,12,4,112,5,23
539000.0,"Avenida Paseo La Castellana 863, Santiago De Surco, Perú",302.0,Santiago de Surco,6,5,-12.13826,-77.00553,https://www.laencontre.com.pe/inmueble/a27-9c60-2a1e1748-a170e813a928-48fc,44,38,2,48,3,30
850000.0,"San Bartolo, Lima",1200.0,San Bartolo,14,10,-12.39261,-76.77714,https://www.laencontre.com.pe/inmueble/462260,7,21,0,2,0,0
260000.0,"San Juan De Lurigancho, Lima",400.0,San Juan de Lurigancho,4,4,-12.00395,-77.00695,https://www.laencontre.com.pe/inmueble/ddd3-913a-74295762-65fbcc61771b-4e74,99,23,2,104,1,20
1440000.0,"Rinconada Baja, La Molina, Perú",1281.0,La Molina,4,6,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/bd9e-8e5f-4630c1f1-ebe87273b19a-4f6b,7,4,0,1,2,27
975000.0,"Las Tres Marías 430, Santiago De Surco 15023, Perú",469.0,Santiago de Surco,5,6,-12.09283,-76.96994,https://www.laencontre.com.pe/inmueble/534224,9,6,0,12,0,30
1500000.0,"Av. Del Parque 640-660, Lima 15026, Perú",1124.0,Lima,4,6,-12.07797,-76.89775,https://www.laencontre.com.pe/inmueble/a1c8-ae62-4fa32344-3d86b0369fe1-4cc1,6,5,0,7,3,19
550000.0,"Pasaje Osa Menor, Ur. La Alborada, Santiago De Surco, Lima, 15038, Per",252.0,Santiago de Surco,4,5,-12.12493,-76.98866,https://www.laencontre.com.pe/inmueble/c95b-a6b3-d5c1e1ce-dfdf0dc5e538-5079,24,30,1,141,4,12
609000.0,"Ciro Alegría, Calle Ciro Alegría, Miraflores, Perú",428.0,Miraflores,4,3,-12.12907,-77.01075,https://www.laencontre.com.pe/inmueble/1000c-b594-8a679c98-9373fe272731-4654,23,42,2,99,3,77
798000.0,"La Ramada 187, La Molina, Perú",554.0,La Molina,4,4,-12.07809,-76.90371,https://www.laencontre.com.pe/inmueble/489418,11,3,0,5,3,8
649000.0,"Calle Miguel Aljovin 414, Lima, Perú",301.0,Lima,5,7,-12.12969,-77.01702,https://www.laencontre.com.pe/inmueble/50b6-82d5-3116a5a4-ac38cc188d8-4af8,24,37,2,104,4,66
305000.0,"Montecarlo, Urb Callao, San Miguel, Lima, Perú",235.0,San Miguel,3,3,-12.06435,-77.09664,https://www.laencontre.com.pe/inmueble/3f22-9151-29637c76-450635d1e3d8-1274,24,37,5,35,3,40
330000.0,"Angélica Palma 184, San Miguel, Perú",261.0,San Miguel,6,4,-12.08213,-77.08846,https://www.laencontre.com.pe/inmueble/dd-a84a-dff698f2-25c952992a40-4ebd,37,44,2,110,5,49
240000.0,"Mayorazgo, Lima",120.0,Lima,5,2,-12.05489,-76.94019,https://www.laencontre.com.pe/inmueble/15af-879a-28f8133-b36ee31c8ca8-30e8,21,36,4,5,0,8
720000.0,"Corpac, Lima",378.0,Lima,43,5,-12.09887,-77.01374,https://www.laencontre.com.pe/inmueble/9a0b-8c15-19dec18c-49215b7fd49d-44ed,14,34,3,44,3,95
490000.0,"Calle María Parado De Bellido, Miraflores, Perú",234.0,Miraflores,4,4,-12.11059,-77.03143,https://www.laencontre.com.pe/inmueble/b491-86f0-6048503f-672ced2c9690-4ff8,20,20,3,158,6,59
660000.0,"Santiago De Surco, Lima",300.0,Santiago de Surco,8,6,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/3360-ac6e-97bf7436-e34a6909a11e-1274,27,19,1,139,5,33
535200.0,"Avenida Caminos Del Inca, Cuadra 10, Ur. Las Gardenias, Santiago De Surco, Lima, 15038, Per",448.0,Santiago de Surco,4,3,-12.12112,-76.98754,https://www.laencontre.com.pe/inmueble/7306-970f-b1354325-c2d62387b4b0-497e,20,31,1,77,3,7
950000.0,"Orrantia, Lima",365.0,Lima,5,5,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/ae73-87b6-49234ac2-d54c9fd8a411-4173,29,12,4,112,5,23
360000.0,"Thomas Esteves 579, Urb Antares, San Martín De Porres, Perú",440.0,San Martín de Porres,4,5,-12.01136,-77.08433,https://www.laencontre.com.pe/inmueble/85c6-93da-884ced5c-c2dd12445eca-4092,70,47,2,26,2,49
3.0,"Calle Cima 174-198, Cuadra 1, Ur. Las Casuarinas Alta, Santiago De Surco, Lima, 15023, Per",1500.0,Santiago de Surco,5,7,-12.12072,-76.96581,https://www.laencontre.com.pe/inmueble/395881,18,7,0,0,0,0
998000.0,"Avenida Del Parque 631-699, Cuadra 6, Hu. Parcela A, La Molina, Lima, 15026, Per",958.0,La Molina,4,4,-12.07676,-76.8965,https://www.laencontre.com.pe/inmueble/4954-a08e-77e0f229-255cac9c7af3-4947,5,5,0,7,2,0
1100000.0,"La Molina, Lima",1107.0,La Molina,4,4,-12.08997,-76.92359,https://www.laencontre.com.pe/inmueble/b56a-a8b9-2468fc64-fc7d29588047-4e86,8,9,0,0,2,1
800000.0,"La Planicie, Lima",461.0,Lima,4,5,-11.87943,-77.13563,https://www.laencontre.com.pe/inmueble/511638,3,15,3,6,1,7
1850000.0,"Calle Arica, Miraflores, Perú",600.0,Miraflores,4,3,-12.11583,-77.03583,https://www.laencontre.com.pe/inmueble/485086,18,28,2,279,6,50
135000.0,"Av. Bolívar, Cieneguilla, Perú",300.0,Cieneguilla,4,3,-12.07676,-76.7641,https://www.laencontre.com.pe/inmueble/a82d-c008-85345c0-462563fc786f-4a1a,0,3,0,0,0,0
950000.0,"Orrantia, Lima",365.0,Lima,,,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/631e-a59c-208f30b6-150a529d273c-1274,29,12,4,112,5,23
975000.0,"La Planicie, La Molina, Perú",505.0,La Molina,5,6,-12.07324,-76.91313,https://www.laencontre.com.pe/inmueble/594018,7,2,0,1,1,0
399000.0,"Camino Del Bosque, La Molina, Perú",280.0,La Molina,4,4,-12.09962,-76.93926,https://www.laencontre.com.pe/inmueble/8280-9188-c5b1e7df-a85715f13941-49c6,0,22,0,7,0,0
180.0,"Tercera Etapa, Cieneguilla, Perú",230.0,Cieneguilla,3,2,-12.07676,-76.7641,https://www.laencontre.com.pe/inmueble/cf96-a008-18656d83-343f99c84b72-4678,0,3,0,0,0,0
2.0,"Av Alcazar, Rímac, Perú",103.0,Rimac,2,1,-12.02873,-77.03127,https://www.laencontre.com.pe/inmueble/3880-bc39-2c3b7f34-82e9250c05b4-4796,70,49,4,10,2,8
320000.0,"Urbanizacion Residencial Salamanca De Monterrico,lima,peru', Lima, Perú",160.0,Lima,4,3,-12.07594,-76.9838,https://www.laencontre.com.pe/inmueble/ce3f-ba17-df7b42c5-9feee1406ef2-4cc4,42,50,1,68,1,26
320000.0,"Playa Canarias, San Antonio, Perú",200.0,Breña Baja,4,5,28.64448,-17.76603,https://www.laencontre.com.pe/inmueble/cdfc-982e-26a6f35e-d361c7822ec1-40b8,0,3,0,23,5,0
480000.0,"Avenida Mariscal Ramón Castilla 332, Santiago De Surco, Perú",300.0,Santiago de Surco,5,3,-12.13391,-77.01504,https://www.laencontre.com.pe/inmueble/ea1e-92e4-fbb4b262-6f9a3d25c425-4428,25,45,2,95,4,91
898000.0,"Jirón Los Alamos 183, Lima, Perú",376.0,Lima,4,4,-12.02025,-77.0949,https://www.laencontre.com.pe/inmueble/fbaf-a56c-e3b7c880-2737254a0088-42c8,40,45,4,58,3,24
680000.0,"Urb Rinconada, La Molina, Lima, Lima, Peru",394.0,La Molina,3,4,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/398139,7,4,0,1,2,27
810000.0,"Santiago De Surco, Lima",396.0,Santiago de Surco,3,2,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/aacb-873c-b4be49f2-9189e3d3a090-5059,27,19,1,139,5,33
550000.0,"Jirón Cosmos 401-423, Cuadra 4, Ur. Las Gardenias, Santiago De Surco, Lima, 15038, Per",320.0,Santiago de Surco,4,4,-12.12309,-76.98888,https://www.laencontre.com.pe/inmueble/e686-a9df-d46c008b-c580079ca5d5-4661,25,35,1,121,3,7
998000.0,"Calle General La Fuente 165, San Isidro, Perú",391.0,San Isidro,3,4,-12.10339,-77.05465,https://www.laencontre.com.pe/inmueble/bc25-8dce-cfcebeab-5546f5ae0806-456b,9,20,3,23,2,44
3000000.0,"Calle Cima, Ur. Las Casuarinas Alta, Santiago De Surco, Lima, 15023, Per",1600.0,Santiago de Surco,5,5,-12.12165,-76.96555,https://www.laencontre.com.pe/inmueble/4311-855d-3c1fd34c-91684171f0bf-4f52,17,8,0,0,0,0
350000.0,"Las Palmas, Asia, Perú",140.0,Asia,4,3,-12.77751,-76.60842,https://www.laencontre.com.pe/inmueble/636c-8601-dcb98fcb-551c452a6a66-4a91,0,0,0,0,0,0
527000.0,"Avenida Mariscal Ramón Castilla 459, Santiago De Surco, Perú",300.0,Santiago de Surco,6,6,-12.1335,-77.01336,https://www.laencontre.com.pe/inmueble/7d6e-a65d-cbeff82e-1cb257ed625f-501e,28,45,2,99,4,86
658000.0,"Avenida Manuel Villarán 332, Cuadra 3, Ur. Humboldt, Miraflores, Lima, 15048, Per",382.0,Miraflores,5,6,-12.12408,-77.00853,https://www.laencontre.com.pe/inmueble/431d-9544-aea5eb47-ed1f07d62016-43c3,27,36,3,120,3,28
575000.0,"Rinconada Baja, Lima",300.0,Lima,3,4,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/f6fa-a8ff-f9d67491-e81de223e4aa-5076,7,4,0,1,2,27
698000.0,"Avenida Pablo Carriquirry 747, Cuadra 7, Ur. El Palomar, San Isidro, Lima, 15036, Per",305.0,San Isidro,7,4,-12.09952,-77.01817,https://www.laencontre.com.pe/inmueble/13ef-bf3d-f02146be-6b101ac4b56c-4580,14,22,4,78,7,101
417000.0,"Jr. Hawai 1, La Molina, Perú",300.0,La Molina,3,4,-12.08015,-76.89638,https://www.laencontre.com.pe/inmueble/4da4-a074-3d6b11a8-6d08a38ebaa4-425b,8,6,0,7,3,24
668000.0,"Jr. Las Moras, Lima, Perú",450.0,Lima,4,3,-12.07546,-76.99895,https://www.laencontre.com.pe/inmueble/973b-9b52-7ea232f6-38a027603cb-1274,53,27,2,42,0,48
580000.0,"Av, San Antonio, Cañete, Lima, Peru",320.0,Lima,4,7,-11.97593,-76.94302,https://www.laencontre.com.pe/inmueble/403867,10,4,0,0,0,1
1300000.0,"Av., San Antonio, Cañete, Lima, Peru",600.0,Lima,7,7,-11.97593,-76.94302,https://www.laencontre.com.pe/inmueble/414504,10,4,0,0,0,1
900000.0,"Calle, La Molina, Lima, Lima, Peru",1098.0,La Molina,4,6,-12.08997,-76.92359,https://www.laencontre.com.pe/inmueble/5893-8a1a-90b8bd37-a98e44dc1f73-4122,8,9,0,0,2,1
999000.0,"Rinconada Alta, La Molina, Perú",600.0,La Molina,4,6,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/2a0-8598-7867195f-984a752ec47e-44eb,7,4,0,1,2,27
650000.0,"Rinconada Del Lago, La Molina, Perú",300.0,La Molina,5,6,-12.0895,-76.92205,https://www.laencontre.com.pe/inmueble/b610-be1f-44bd1033-f35fec32031b-4bad,8,9,0,0,1,1
1250000.0,"La Planicie, Lima",1416.0,Lima,4,5,-11.87943,-77.13563,https://www.laencontre.com.pe/inmueble/518382,3,15,3,6,1,7
575000.0,"Rinconada Baja, Lima",250.0,Lima,3,3,-12.07899,-76.93104,https://www.laencontre.com.pe/inmueble/d0ab-88e8-dec98b90-8405bb2b01d4-4304,7,4,0,1,2,27
580000.0,"Jirón Batalla De San Juan 525, Lima, Perú",312.0,Lima,4,3,-12.12441,-76.98332,https://www.laencontre.com.pe/inmueble/bf26-bd45-c2592466-17ecd8d510e7-1273,22,27,1,120,8,28
70000.0,"Villa Club 2, Carabayllo, Perú",93.0,Carabayllo,3,3,-11.90023,-77.02493,https://www.laencontre.com.pe/inmueble/b0ed-bd3a-3879c25b-788bc0858b5-43eb,55,27,3,9,0,6
520000.0,"Urb. Molina Vieja, La Molina, Lima, Lima, Peru",200.0,La Molina,4,3,-12.08997,-76.92359,https://www.laencontre.com.pe/inmueble/144811,8,9,0,0,2,1
92300.0,"Avenida Guardia Republicana, Ur. Ventura Rossi, Rimac, Lima, 15094, Per",122.0,Rimac,3,2,-12.0288,-77.03757,https://www.laencontre.com.pe/inmueble/f55f-b2ba-c1bdd6fd-3d5125a1f520-490a,72,30,6,17,2,13
169000.0,"Asia, Perú",350.0,Asia,3,3,-12.76551,-76.61171,https://www.laencontre.com.pe/inmueble/426b-b95e-a9e98650-7a7643060722-45af,0,0,0,0,0,0
680000.0,"Corpac, Lima",390.0,Lima,4,3,-12.09887,-77.01374,https://www.laencontre.com.pe/inmueble/4ffb-8548-c57261e7-eedc18eebc94-4d4a,14,34,3,44,3,95
260000.0,"Toyo Seco, Cerro Azul, Perú",250.0,El Agustino,7,6,-12.05016,-77.0084,https://www.laencontre.com.pe/inmueble/9376-bcd5-5912ad1c-f7d620e30e1f-40a9,47,31,10,72,0,7
710000.0,"Cieneguilla, Lima",2650.0,Cieneguilla,7,9,-12.07676,-76.7641,https://www.laencontre.com.pe/inmueble/cf3a-8c44-baf81d49-209f3bc1e867-4dce,0,3,0,0,0,0
85000.0,"Calle, Cañete, Lima, Peru",100.0,Lima,4,4,-12.14896,-76.94985,https://www.laencontre.com.pe/inmueble/359594,61,13,1,59,0,17
560000.0,"Jr Alonso De Molina 700, Jirón Alonso De Molina, Surco, Perú",306.0,,5,5,0.0,0.0,https://www.laencontre.com.pe/inmueble/9a50-8b0e-490ac4f6-79bdeacb44d-1274,0,0,0,0,0,0
